inci_name,id,potency_tier,time_of_day,barrier_tax_score,sun_sensitivity
perilla ocymoides leafstem oil,1995,1,ANY,0,False
mannan,1996,1,ANY,0,False
polyglyceryl-10 diisostearate,1997,1,ANY,0,False
caprylic,1998,1,ANY,0,False
capric triglyceride,1999,1,ANY,0,False
phytosteryl,2000,1,ANY,0,False
octyldodecyl lauroyl glutamatetocopheroljasminum officinale jasmine oilcitrus aurantium amara bitter orange leaf,2001,1,ANY,0,True
twig cinammon oilvetiveria zizanoides root vetivier oilcocos nucifera coconut oil,2002,1,ANY,0,False
soap base sekken soji,2003,1,ANY,0,False
polyepsilon-lysine,2004,1,ANY,0,False
boswellia carterii oil,2005,1,ANY,0,False
elettria cardamomum seed oil,2006,1,ANY,0,False
phytic,2007,1,ANY,0,False
cocos,2008,1,ANY,0,False
nucifera coconut oil,2009,1,ANY,0,False
salix alba willow,2010,1,ANY,0,False
bark extract,2011,1,ANY,0,False
cocoyl,2012,1,ANY,0,False
citrus grandis,2013,1,ANY,0,True
grapefruit peel oil,2014,1,ANY,0,True
dicaprylatecaprate,2015,1,ANY,0,False
salix alba,2016,1,ANY,0,False
willow bark extract,2017,1,ANY,0,False
camellia japonica seed oil,2018,1,ANY,0,False
juglans regia walnut seed oil,2019,1,ANY,0,False
vitis vinifera grape sead oil,2020,1,ANY,0,False
rosa multiflora seed oil,2021,1,ANY,0,False
papaya enzymes,2022,1,ANY,0,False
willow bark,2023,1,ANY,0,False
witch hazel,2024,1,ANY,0,False
magnesium oxide,2025,1,ANY,0,False
colloidal oatmeal,2026,1,ANY,0,False
disodium lauryl sulfosuccinate,2027,1,ANY,0,False
sodium lauroyl glutamate,2028,1,ANY,0,False
oryza sativa rice starch,2029,1,ANY,0,False
hydrogenated coconut acid,2030,1,ANY,0,False
ginkgo biloba leaf extract,2031,1,ANY,0,False
populus tremuloides bark extract,2032,1,ANY,0,False
lauryl methacrylateglycol dimethacrylate copolymer,2033,1,ANY,0,False
melaleuca,2034,1,ANY,0,False
alternifolia tea tree leaf oil,2035,1,ANY,0,False
citrus paradisi grapefruit peel oil,2036,1,ANY,0,True
hydrolyzed corn starch hydroxyethyl ether,2037,1,ANY,0,False
capryliccapric triglycerides,2038,1,ANY,0,False
solanum lycopersicum tomato extract,2039,1,ANY,0,False
aleurites moluccana seed oil,2040,1,ANY,0,False
salvia hispanica seed oil,2041,1,ANY,0,False
poria cocos polysaccharide,2042,1,ANY,0,False
tremella fuciformis sporocarp extract,2043,1,ANY,0,False
ascorbyl methylsilanol pectinate,2044,1,ANY,0,False
phytosteryl oleate,2045,1,ANY,0,False
inositol,2046,1,ANY,0,False
calcium gluconate,2047,1,ANY,0,False
sodium c14-16 olefin sulfonate,2048,1,ANY,0,False
quillaja saponaria bark extract,2049,1,ANY,0,False
cymbopogon nardus citronella oil,2050,1,ANY,0,False
sodium cocoamphoacetate,2051,1,ANY,0,False
ppg-5-ceteth-20,2052,1,ANY,0,False
sophora japonica flower extract,2053,1,ANY,0,False
chondrus crispus carrageenan,2054,1,ANY,0,False
camellia oleifera seed extract,2059,1,ANY,0,False
cocos nucifera coconut fruit extract,2060,1,ANY,0,False
cassia hydroxypropyltrimoniumchloride,2061,1,ANY,0,False
cucurbita pepo pumpkin fruit extract,2067,1,ANY,0,False
sea salt maris sal,2069,1,ANY,0,False
juniperus virginiana oil,2070,1,ANY,0,False
castorylmaleate,2071,1,ANY,0,False
sodium palmitate,2074,1,ANY,0,False
sodium laurylglucosides hydroxypropylsulfonate,2075,1,ANY,0,False
hydroxypropyl bis-hydroxyethyldimonium chloride,2076,1,ANY,0,False
fucus vesiculosus extract,2077,1,ANY,0,False
allium sativum garlic bulb extract,2078,1,ANY,0,False
laminaria ochroleuca extract,2079,1,ANY,0,False
camphor,2080,1,ANY,0,False
melissa officinalis flowerleafstem extract,2081,1,ANY,0,False
angelica archangelica extract,2082,1,ANY,0,False
echinacea angustifolia leaf extract,2083,1,ANY,0,False
benzyl pca,2084,1,ANY,0,False
aloe barbadensis extract,2085,1,ANY,0,False
vitis vinifera grape seed extract saccharide isomerate,2086,1,ANY,0,False
arnica montana flower extract,2087,1,ANY,0,False
hedera helix ivy extract,2088,1,ANY,0,False
malva sylvestris mallow flower extract,2089,1,ANY,0,False
parietaria officinalis extract,2090,1,ANY,0,False
sambucus nigra flower extract,2091,1,ANY,0,False
citrus aurantium amara bitter orange flower extract,2092,1,ANY,0,True
hexanediolpentylene glycol,2093,1,ANY,0,False
palmitoyl hydroxypropyltrimonium,2094,1,ANY,0,False
amylopectinglycerin crosspolymer,2095,1,ANY,0,False
polyquaternium-10,2096,1,ANY,0,False
aminomethyl,2097,1,ANY,0,False
propanol,2098,1,ANY,0,False
arctium lappa root extract,2099,1,ANY,0,False
nasturtium officinale extract,2100,1,ANY,0,False
citrus aurantium bergamia bergamot fruit extract,2101,1,ANY,0,True
citrus limon lemon peel extract,2102,1,ANY,0,True
lavandula hybrida flower extract,2103,1,ANY,0,False
aleurites moluccanus seed oil,2104,1,ANY,0,False
hexanediol,2105,1,ANY,0,False
palmitoyl hydroxypropyltrimonium amylopectinglycerin crosspolymer,2106,1,ANY,0,False
dipropylene glycol dibenzoate,2107,1,ANY,0,False
citrus medica limonum lemon peel extract,2108,1,ANY,0,True
symphytum officinale root extract,2109,1,ANY,0,False
arctium majus root extract,2110,1,ANY,0,False
decylene glycol,2111,1,ANY,0,False
ppg-15 stearyl ether benzoate,2112,1,ANY,0,False
annatto ci 75120,2113,1,ANY,0,False
cordyceps sinensis extract,2114,1,ANY,0,False
lavandula spica lavender flower oil,2115,1,ANY,0,False
stearalkonium hectorite,2116,1,ANY,0,False
ppg-24-glycereth-24,2117,1,ANY,0,False
jasminum sambac jasmine flower extract,2118,1,ANY,0,False
gigartina stellata extract,2119,1,ANY,0,False
macrocystis pyrifera kelp extract,2120,1,ANY,0,False
cistus ladaniferus leafstem extract,2121,1,ANY,0,False
rosmarinus officinalis rosemary flowerleafstem extract,2122,1,ANY,0,False
tagetes minuta flower oil,2123,1,ANY,0,False
rosa damascena flower,2124,1,ANY,0,False
lysine hcl,2125,1,ANY,0,False
silanetriol,2126,1,ANY,0,False
glutamic acid,2127,1,ANY,0,False
sodium acrylates crosspolymer-2,2129,1,ANY,0,False
olive oil decyl esters,2130,1,ANY,0,False
cornus officinalis fruit extract,2131,1,ANY,0,False
hydrolyzed wheat flour,2132,1,ANY,0,False
sodium mannose phosphate,2133,1,ANY,0,False
phytosteryl macadamiate,2134,1,ANY,0,False
hydrolyzed beta-glucan,2135,1,ANY,0,False
mimosa,2136,1,ANY,0,False
tenuiflora bark extract,2137,1,ANY,0,False
ilex paraguariensis leaf extract,2138,1,ANY,0,False
ferula galbaniflua galbanum resin oil,2139,1,ANY,0,False
vetiveria zizanoides root oil,2140,1,ANY,0,False
prunus amygdalus amara bitter almond kernel oil,2141,1,ANY,0,False
dipteryx odorata seed extract,2142,1,ANY,0,False
lactic,2143,1,ANY,0,False
c12-18 acid triglyceride,2144,1,ANY,0,False
sodium acetylated hyaluronate,2145,1,ANY,0,False
mannose,2146,1,ANY,0,False
aniba rosodora rosewood wood oil,2147,1,ANY,0,False
abies sibirica oil,2148,1,ANY,0,False
terpineol,2149,1,ANY,0,False
thymol,2150,1,ANY,0,False
citrus limon lemon peel oi,2151,1,ANY,0,True
lsoamyl laurate,2154,1,ANY,0,False
bambusa arundinacea stem extract,2155,1,ANY,0,False
acacia decurrens extract,2156,1,ANY,0,False
averrhoa carambola fruit extract,2157,1,ANY,0,False
nephelium lappaceum branchfruitleaf extract,2158,1,ANY,0,False
spirulina maxima extract,2160,1,ANY,0,False
tremella fuciformis extract,2161,1,ANY,0,False
viola odorata leaf extract,2162,1,ANY,0,False
bacillus ferment,2163,1,ANY,0,False
peg-75 stearate,2164,1,ANY,0,False
ceteth-20,2165,1,ANY,0,False
c12-13 pareth-3,2166,1,ANY,0,False
gluconic acid,2167,1,ANY,0,False
3-hexenol,2168,1,ANY,0,False
sodium acetate,2169,1,ANY,0,False
isopropyl alcohol,2170,1,ANY,0,False
citrus,2171,1,ANY,0,True
aurantium bergamia bergamot fruit oil,2172,1,ANY,0,True
cymbopogon winterianus herb oil,2173,1,ANY,0,False
serine lavandula angustifolia lavender oil,2174,1,ANY,0,False
polyquaternium-4,2175,1,ANY,0,False
ricinoleth-40,2176,1,ANY,0,False
isopropyl lauroyl sarcosinate,2177,1,ANY,0,False
retinyl propionate,2178,1,ANY,0,False
butyl avocadate,2179,1,ANY,0,False
phenylethyl resorcinol,2180,1,ANY,0,False
sclareolide,2181,1,ANY,0,False
triolein,2182,1,ANY,0,False
hydroxymethoxyphenyl decanone,2183,1,ANY,0,False
sodium myristoyl glutamate,2184,1,ANY,0,False
sapindus trifoliatus fruit extract,2185,1,ANY,0,False
citrus aurantium amara bitter orange peel oil,2186,1,ANY,0,True
zingiber of cinale ginger root extract,2187,1,ANY,0,False
camellia sinensis leaf,2188,1,ANY,0,False
rosmarinus of cinalis rosemary leaf oil,2189,1,ANY,0,False
salvia of cinalis sage oil,2190,1,ANY,0,False
subtilisin,2191,1,ANY,0,False
lipase,2192,1,ANY,0,False
calcium lactate,2193,1,ANY,0,False
undecylenoyl glycine,2194,1,ANY,0,False
cetrimonium chloride,2195,1,ANY,0,False
mangifera indica mango seed oil,2196,1,ANY,0,False
bixa orellana seed oil,2197,1,ANY,0,False
glycol stearate,2198,1,ANY,0,False
behenic acid,2199,1,ANY,0,False
arachidic acid,2200,1,ANY,0,False
gondoic acid,2201,1,ANY,0,False
coleus forskohlii root extract,2202,1,ANY,0,False
helichrysum italicum extract,2203,1,ANY,0,False
voandzeia subterranea seed extract,2204,1,ANY,0,False
diosmine,2205,1,ANY,0,False
sodium carbonate,2206,1,ANY,0,False
jojoba wax peg-120 esters,2207,1,ANY,0,False
verbascum thapsus extract,2208,1,ANY,0,False
raspberry ketone,2209,1,ANY,0,False
cystine,2210,1,ANY,0,False
hydrolyzed glycosaminoglycans,2211,1,ANY,0,False
p-anisic acid,2212,1,ANY,0,False
benzyl glycol,2213,1,ANY,0,False
eugenia caryophyllus clove leaf oil,2214,1,ANY,0,False
saccharomyces cerevisiae extract,2215,1,ANY,0,False
eugenia caryophyllus clove bud oil,2216,1,ANY,0,False
cupressus sempervirens leaf oil,2217,1,ANY,0,False
pyrus malus apple seed extract,2218,1,ANY,0,False
hydrogenated coconut oil,2219,1,ANY,0,False
gardenia taitensis flower,2220,1,ANY,0,False
cupressus sempervirens leafstem extract,2221,1,ANY,0,False
cetyl dimethicone,2222,1,ANY,0,False
aloe barbadensis aloe leaf juice,2223,1,ANY,0,False
opuntia ficus-indica stem extract,2224,1,ANY,0,False
potassium sorbate citric acid,2225,1,ANY,0,False
hydrogenated soybean oil,2226,1,ANY,0,False
salix alba bark extract,2228,1,ANY,0,False
usnea barbata lichen extract,2229,1,ANY,0,False
hydroxyphenyl,2230,1,ANY,0,False
ropamidobenzoic acid,2231,1,ANY,0,False
citrus medica limonum lemon fruit extract,2232,1,ANY,0,True
fumaria officinalis flowerleafstem extract,2233,1,ANY,0,False
fumaric acid,2234,1,ANY,0,False
acrylates c10-30 alkyl acrylate,2235,1,ANY,0,False
rosspolymer,2236,1,ANY,0,False
cocamidopropyl pg-dimonium chloride phosphate,2237,1,ANY,0,False
tropaeolum majus flowerleafstem extract,2238,1,ANY,0,False
spilanthes acmella flowerleafstem extract,2239,1,ANY,0,False
lavandula spica lavender flowerleafstem extract,2240,1,ANY,0,False
ligustrum lucidum seed extract,2241,1,ANY,0,False
rosmarinus,2242,1,ANY,0,False
officinalis rosemary flowerleafstem extract,2243,1,ANY,0,False
litsea cubeba fruit oil,2244,1,ANY,0,False
mentha piperita peppermint flowerleafstem extract,2245,1,ANY,0,False
luffa cylindrica root extract,2246,1,ANY,0,False
glycogen,2247,1,ANY,0,False
sodium,2248,1,ANY,0,False
hydroxide,2249,1,ANY,0,False
evodia rutaecarpa fruit extract,2250,1,ANY,0,False
lavandula hybrida abrial herb oil,2251,1,ANY,0,False
terminalia ferdinandiana fruit extract,2252,1,ANY,0,False
tamarindus indica seed polysaccharide,2253,1,ANY,0,False
fusanus spicatus wood oil,2254,1,ANY,0,False
pogostemon cablin leaf oil,2255,1,ANY,0,False
polyurethane crosspolymer-1,2256,1,ANY,0,False
ophiopogon japonicas root extract,2257,1,ANY,0,False
boerhavia diffusa root extract,2258,1,ANY,0,False
salvia officinalis sage oil,2259,1,ANY,0,False
cetyl caprylate,2260,1,ANY,0,False
rosa centifolia flower extract,2261,1,ANY,0,False
pentaclethra macroloba seed oil,2262,1,ANY,0,False
pseudozyma epicolacamellia sinensis seed oil ferment extract filtrate,2263,1,ANY,0,False
melia azadirachta leaf,2264,1,ANY,0,False
eclipta prostrata leaf extract,2265,1,ANY,0,False
melia azadirachta bark extract,2266,1,ANY,0,False
adipic acidneopentyl glycol crosspolymer,2267,1,ANY,0,False
cistus monspeliensis flowerleafstem extract,2268,1,ANY,0,False
myrciaria dubia fruit extract,2269,1,ANY,0,False
synthetic sapphire,2270,1,ANY,0,False
acer rubrum extract,2271,1,ANY,0,False
caffeyl glucoside,2272,1,ANY,0,False
tamarindus indica seed gum,2273,1,ANY,0,False
dimethyl capramide,2274,1,ANY,0,False
zingiber officinale ginger root oil,2275,1,ANY,0,False
oryza sativa rice bran,2278,1,ANY,0,False
lauryl methacrylateglycol dimethacrylate crosspolymer,2279,1,ANY,0,False
saccharomyces ferment lysate filtrate,2280,1,ANY,0,False
tephrosia purpurea seed extract,2281,1,ANY,0,False
diglucosyl gallic acid,2282,1,ANY,0,False
citrus reticulata tangerine leaf oil,2283,1,ANY,0,True
maris aqua sea water,2284,1,ANY,0,False
aniba rosaeodora rosewood wood oil,2285,1,ANY,0,False
methyl lactate,2286,1,ANY,0,False
peg-6 cocamide,2287,1,ANY,0,False
succinoglycan,2288,1,ANY,0,False
salvia hispanica chia seed extract,2289,1,ANY,0,False
ppg-2 hydroxyethyl cocamide,2290,1,ANY,0,False
polyacrylate-1 crosspolymer,2291,1,ANY,0,False
ethylhexyl glycerin,2292,1,ANY,0,False
rose damascena flower oil,2293,1,ANY,0,False
eugenia caryophyllus clove flower oil,2294,1,ANY,0,False
citrus medica limonum lemon peel oil,2295,1,ANY,0,True
eucalyptus citriodora oil,2296,1,ANY,0,False
sodium astrocaryum murumuruate,2297,1,ANY,0,False
bioflavonoids,2298,1,ANY,0,False
methylheptyl isostearate,2299,1,ANY,0,False
glyceryl stearate peg-100 stearate,2300,1,ANY,0,False
glycerinm,2301,1,ANY,0,False
dunaliella salina extract panthenol,2302,1,ANY,0,False
medicago sativa alfalfa seed extract,2303,1,ANY,0,False
fraxinus excelsior bark extract,2304,1,ANY,0,False
oleth-20,2305,1,ANY,0,False
bha,2306,3,ANY,3,False
capryliccapric triglyceride sodium cocoyl isethionate,2307,1,ANY,0,False
divinyldimethiconedimethicone copolymer,2308,1,ANY,0,False
hydrolyzed cottonseed protein,2309,1,ANY,0,False
trideceth-12,2310,1,ANY,0,False
canarium luzonicum gum nonvolatiles,2311,1,ANY,0,False
citrus aurantium dulcis orange flower oil,2312,1,ANY,0,True
guaiacum officinale wood oil,2313,1,ANY,0,False
equisetum arvense extract,2314,1,ANY,0,False
pinus sylvestris cone extract,2315,1,ANY,0,False
isethionate,2316,1,ANY,0,False
allantoin decylene glycol,2317,1,ANY,0,False
schlerotium gum,2318,1,ANY,0,False
decyloxazolidinone,2319,1,ANY,0,False
saponins,2320,1,ANY,0,False
palmaria palmata extract,2321,1,ANY,0,False
aframomum angustifolium seed extract,2322,1,ANY,0,False
jasminum officinale jasmine flower extract,2323,1,ANY,0,False
lilium candidum bulb extract,2324,1,ANY,0,False
secale cereale rye seed extract,2325,1,ANY,0,False
sodium tocopheryl phosphate,2326,1,ANY,0,False
sodium surfactin,2327,1,ANY,0,False
pyrus cydonia seed extract,2328,1,ANY,0,False
biosaccharide gum-2,2329,1,ANY,0,False
capryliccapricsuccinic triglyceride,2330,1,ANY,0,False
isostearyl hydroxystearate,2331,1,ANY,0,False
paeonia officinalis flower extract,2332,1,ANY,0,False
ormenis multicaulis flower wax,2334,1,ANY,0,False
centaurea cyanus flower water,2335,1,ANY,0,False
pentaerythrityl tetrabehenate,2336,1,ANY,0,False
nymphaea alba root extract,2337,1,ANY,0,False
yeast ferment extract,2338,1,ANY,0,False
ci 15985 yellow 6,2339,1,ANY,0,False
cera alba beeswax,2340,1,ANY,0,False
methylsilanol tri-peg-8 glyceryl cocoate,2341,1,ANY,0,False
faex yeast extract,2342,1,ANY,0,False
dimethylmethoxy chromanol,2343,1,ANY,0,False
haberlea rhodopensis leaf extract,2344,1,ANY,0,False
phaeodactylum tricornutum extract,2345,1,ANY,0,False
decyl oleate,2346,1,ANY,0,False
hydrogenated palm kernel glycerides,2347,1,ANY,0,False
aluminum starch octenylsuccinate,2348,1,ANY,0,False
myreth-3 myristate,2349,1,ANY,0,False
citrus madurensis fruit extract,2350,1,ANY,0,True
oenothera biennis evening primrose root extract,2351,1,ANY,0,False
kluyveromyces extract,2352,1,ANY,0,False
paeonia suffruticosa root extract,2353,1,ANY,0,False
ci 42090 blue 1,2354,1,ANY,0,False
crambe abyssinica seed oil,2355,1,ANY,0,False
siegesbeckia orientalis extract,2356,1,ANY,0,False
ruscus aculeatus root extract,2357,1,ANY,0,False
soybean glycerides,2358,1,ANY,0,False
butyrospermum parkii shea butter unsaponifiables,2359,1,ANY,0,False
jasminum officinale jasmine flower water,2360,1,ANY,0,False
hydroxylated lecithin,2361,1,ANY,0,False
ci 60730 ext violet 2,2362,1,ANY,0,False
alpinia galanga leaf extract,2363,1,ANY,0,False
sodium dilauramidoglutamide lysine,2364,1,ANY,0,False
aphanothece sacrum polysaccharides,2365,1,ANY,0,False
calophyllum inophyllum seed oil,2366,1,ANY,0,False
ci 19140 yellow 5,2367,1,ANY,0,False
zea mays corn germ oil,2369,1,ANY,0,False
baicalin,2370,1,ANY,0,False
macadamia integrifolia seed oil,2371,1,ANY,0,False
rhodiola rosea root extract,2372,1,ANY,0,False
sodium lauryl glucose carboxylate,2373,1,ANY,0,False
glycerine,2374,1,ANY,0,False
styreneacrylate copolymer,2375,1,ANY,0,False
glycereth-2 cocoate,2376,1,ANY,0,False
mpolysorbate 20,2377,1,ANY,0,False
cassia alata leaf extract,2378,1,ANY,0,False
onopordum acanthium flowerleafstem extract,2380,1,ANY,0,False
senna alata extract,2381,1,ANY,0,False
phragmites kharka extract,2382,1,ANY,0,False
olea europaea olive leaf extract,2383,1,ANY,0,False
ethylhexyl isononanoate,2384,1,ANY,0,False
dimethylimidazolidinone rice starch,2385,1,ANY,0,False
echium plantagineum seed oil,2386,1,ANY,0,False
unsaponifiables,2387,1,ANY,0,False
fructose,2389,1,ANY,0,False
water prunus amygdalus dulcis sweet almond oil,2390,1,ANY,0,False
albatrellus ovinus extract,2391,1,ANY,0,False
brassica campestris rapeseed sterols,2392,1,ANY,0,False
lens esculenta lentil seed extract,2393,1,ANY,0,False
coco- caprylate,2394,1,ANY,0,False
pistacia vera seed oil,2395,1,ANY,0,False
sodium poly acrylate,2396,1,ANY,0,False
melaleuca alternifolia ethylhexylglycerin,2397,1,ANY,0,False
maclura cochinchinensis leaf prenylflavonoids,2398,1,ANY,0,False
sea water maris aqua,2399,1,ANY,0,False
hydrolyzed algae extract,2400,1,ANY,0,False
tris tetramethylhydroxypiperidinol citrate,2402,1,ANY,0,False
methylsilanol mannuronate,2403,1,ANY,0,False
soy isoflavones,2404,1,ANY,0,False
teprenone,2407,1,ANY,0,False
microcrystalline wax cera microcristallina,2409,1,ANY,0,False
leuconostoc radish root ferment filtrate,2410,1,ANY,0,False
aesculus hippocastanum horse chestnut extract,2412,1,ANY,0,False
hydrolyzed rhizobian gum,2413,1,ANY,0,False
lactobacillus portulaca oleracea ferment extract,2415,1,ANY,0,False
maris aqua sea water maris aqua,2416,1,ANY,0,False
persea gratissima avocado fruit extract,2417,1,ANY,0,False
nonapeptide-1,2418,1,ANY,0,False
dimethicone peg-1015 crosspolymer,2419,1,ANY,0,False
yogurt powder,2420,1,ANY,0,False
cetylhydroxyproline palmitamide,2422,1,ANY,0,False
honey,2423,1,ANY,0,False
honey extract,2424,1,ANY,0,False
chlorophyllin-copper complex,2425,1,ANY,0,False
aspalathus linearis rooibos extract,2426,1,ANY,0,False
saccharomyces polypeptides,2427,1,ANY,0,False
perfluorohexane,2428,1,ANY,0,False
perfluoroperhydrophenanthrene,2429,1,ANY,0,False
perfluorodecalin,2430,1,ANY,0,False
butylene glycol dicaprylatedicaprate,2431,1,ANY,0,False
magnesium gluconate,2432,1,ANY,0,False
prolinamidoethyl imidazole,2433,1,ANY,0,False
glutamylamidoethyl imidazole,2434,1,ANY,0,False
palmitoyl heptapeptide-18,2435,1,ANY,0,False
gyceryl caprylate,2436,1,ANY,0,False
menthone glycerin acetal,2437,1,ANY,0,False
helianthus annus sunflower seed oil,2438,1,ANY,0,False
silanediol salicylate,2439,1,ANY,0,False
lactobacilluspumpkin fruit ferment filtrate,2440,1,ANY,0,False
sodium oxide,2441,1,ANY,0,False
iron powder,2442,1,ANY,0,False
tourmaline powder,2443,1,ANY,0,False
cermide ng,2444,1,ANY,0,False
polysorbate 40,2445,1,ANY,0,False
methyl nonafluorobutyl ether,2446,1,ANY,0,False
methyl nonfluoroisobutyl ether,2447,1,ANY,0,False
saccharide isomarate,2448,1,ANY,0,False
dipropylne glycol,2449,1,ANY,0,False
saccharide hydrolyase,2450,1,ANY,0,False
c12-14 pareth-12,2451,1,ANY,0,False
lavendula augustifolia lavender oil,2452,1,ANY,0,False
vaccinium myrtillus fruitleaf extract,2453,1,ANY,0,False
fructooligosaccharides,2454,1,ANY,0,False
saccharum officianrum sugarcane extract,2455,1,ANY,0,False
amaranthus caudatus seed extract,2456,1,ANY,0,False
ulmus davidiana root extract,2457,1,ANY,0,False
anemarrhena asphodeloides root extract,2458,1,ANY,0,False
polyglyceryl-2 dipolyhydroxystearate,2459,1,ANY,0,False
palmitoyl pentapeptide-4,2460,1,ANY,0,False
disodium stearoyl glutamate,2461,1,ANY,0,False
rosa multiflora rose fruit extract,2462,1,ANY,0,False
ci 77120 barium sulfate,2463,1,ANY,0,False
zinc oxide 17,2464,2,AM,0,False
polyglyceryl-10 dioleate,2465,1,ANY,0,False
polymethylsilesquioxane,2466,1,ANY,0,False
linalyl acetate,2467,1,ANY,0,False
hexylresorcinol,2468,1,ANY,0,False
chlorogenic acids,2469,1,ANY,0,False
methylsilanol hydroxyproline aspartate,2470,1,ANY,0,False
cetyl lactate,2471,1,ANY,0,False
octyldodecyl stearate,2472,1,ANY,0,False
bis-hydroxyethoxypropyl dimethicone,2473,1,ANY,0,False
acetyl citrull amido arginine,2475,1,ANY,0,False
lavender oil,2476,1,ANY,0,False
ascorbic acid polypeptide,2477,4,AM,3,False
sunflower seed oil,2478,1,ANY,0,False
grape fruit extract,2479,1,ANY,0,False
ophiopogon japonicus root extract,2480,1,ANY,0,False
yogurt,2481,1,ANY,0,False
maslinic acid,2482,1,ANY,0,False
aluminium hydroxide,2483,1,ANY,0,False
glucosyl hesperidin,2484,1,ANY,0,False
tocopherol acetate,2485,1,ANY,0,False
acrylatesbeheneth-25 methacrylate copolymer,2486,1,ANY,0,False
methyl glucose capratecaprylateoleate,2487,1,ANY,0,False
dimethiconedivinyldimethiconesilsesquioxane crosspolymer,2488,1,ANY,0,False
zinc sulfate,2490,1,ANY,0,False
diatomaceous earth,2491,1,ANY,0,False
trimethylsiloxyphenyl dimethicone,2493,1,ANY,0,False
canola oil,2494,1,ANY,0,False
pelargonium graveolens flower extract,2495,1,ANY,0,False
calcium hydroxymethionine,2496,1,ANY,0,False
3-aminopropane sulfonic acid,2497,1,ANY,0,False
cetyl babassuate,2498,1,ANY,0,False
zinc ricinoleate,2499,1,ANY,0,False
geranium maculatum oil,2500,1,ANY,0,False
lavandula hybrida lavandin oil,2501,1,ANY,0,False
pogostemon cablin patchouli oil,2502,1,ANY,0,False
glucosyl ceramide,2503,1,ANY,0,False
potassium azeloyl diglycinate,2504,1,ANY,0,False
tasmannia lanceolata fruitleaf extract,2505,1,ANY,0,False
tetrahydrodiferuloylmethane,2506,1,ANY,0,False
disodium c12-14 pareth-3 sulfosuccinate,2507,1,ANY,0,False
peg-150 pentaerythrityl tetrastearate,2508,1,ANY,0,False
hydroxypropyl guar,2509,1,ANY,0,False
peg-6 capryliccapric glycerides,2510,1,ANY,0,False
laureth-10,2511,1,ANY,0,False
stearamide amp,2512,1,ANY,0,False
geranium maculatum extract,2513,1,ANY,0,False
stearyl stearate,2514,1,ANY,0,False
copernicia cerifera carnauba wax cire de carnauba,2515,1,ANY,0,False
rhus verniciflua peel wax,2516,1,ANY,0,False
levulinic acid,2517,1,ANY,0,False
punica granatum pericarp extract,2518,1,ANY,0,False
geranylgeranylisopropanol,2519,1,ANY,0,False
dimethylsilanol hyaluronate,2520,1,ANY,0,False
isoceteth-10,2521,1,ANY,0,False
ornithine,2522,1,ANY,0,False
diethylhexyl adipate,2523,1,ANY,0,False
lavandula angustifolia lavender flower oil,2524,1,ANY,0,False
decapeptide-22,2525,1,ANY,0,False
oligopeptide-78,2526,1,ANY,0,False
palmitoyl decapeptide-21,2527,1,ANY,0,False
zinc palmitoyl nonapeptide-14,2528,1,ANY,0,False
am,2529,1,ANY,0,False
moringa oilhydrogenated moringa oil esters,2530,1,ANY,0,False
c30-45 alkyl dimethicone,2531,1,ANY,0,False
capsicum frutescens fruit extract,2532,1,ANY,0,False
simmondsia chinensis seed wax,2534,1,ANY,0,False
vitis vinifera seed oil,2535,1,ANY,0,False
flavor aroma,2536,1,ANY,0,False
phytosteryl sunflowerseedate,2537,1,ANY,0,False
isopulegol,2538,1,ANY,0,False
olea europaea husk oil,2539,1,ANY,0,False
vanillyl butyl ether,2540,1,ANY,0,False
pm,2541,1,ANY,0,False
phenoxethanol,2542,1,ANY,0,False
caprylyl capryl glucoside,2543,1,ANY,0,False
glycine soybean soja extract,2544,1,ANY,0,False
swertia chirata extract,2545,1,ANY,0,False
calcium pantetheine sulfonate,2546,1,ANY,0,False
cysteic acid,2547,1,ANY,0,False
carnatine,2548,1,ANY,0,False
shea butter cetyl esters,2549,1,ANY,0,False
peg-40,2550,1,ANY,0,False
aloe barbadensis leaf,2551,1,ANY,0,False
acrylatesc10 30 alkyl acrylate crosspolymer,2552,1,ANY,0,False
trisodium ethylenediamine,2553,1,ANY,0,False
disuccinate,2554,1,ANY,0,False
propylene glycol alginate,2555,1,ANY,0,False
yeast extractextrait de levure,2556,1,ANY,0,False
sd alcohol 40-a,2557,1,ANY,0,False
synthetic,2559,1,ANY,0,False
fluorphlogopite,2560,1,ANY,0,False
acetyl glutamine,2561,1,ANY,0,False
sh-oligopeptide-1,2562,1,ANY,0,False
sh- oligopeptide-2,2563,1,ANY,0,False
sh-polypeptide-1,2564,1,ANY,0,False
sh- polypeptide-9,2565,1,ANY,0,False
sh-polypeptide-11,2566,1,ANY,0,False
bacillussoybeanfolic acid ferment,2567,1,ANY,0,False
capryloyl salicylic acid,2568,3,ANY,3,False
dimethyl oxobenzo dioxasilane,2569,1,ANY,0,False
iron oxide ci 77492,2570,1,ANY,0,False
alcohol denat sd alcohol 40-b,2571,1,ANY,0,False
octoxynol-9,2573,1,ANY,0,False
carnitine hcl,2574,1,ANY,0,False
adipic acid,2575,1,ANY,0,False
siraitia grosvenorii fruit extract,2576,1,ANY,0,False
pentasodium pentetate,2577,1,ANY,0,False
quercetin,2578,1,ANY,0,False
isopropyl jojobate,2579,1,ANY,0,False
prunus persica peach fruit extract,2580,1,ANY,0,False
