inci_name,id,potency_tier,time_of_day,barrier_tax_score,sun_sensitivity
polyglyceryl-10 dipalmitate,3458,1,ANY,0,False
prunus armeniaca apricot kernel extract,3459,1,ANY,0,False
pyrus communis pear fruit extract,3460,1,ANY,0,False
hexanoyl dipeptide-3 norleucine acetate,3461,1,ANY,0,False
leuconostoc ferment filtrate,3462,1,ANY,0,False
myristamidopropyl betaine,3463,1,ANY,0,False
caprylyl glyceryl ether,3464,1,ANY,0,False
distarch phosphate,3465,1,ANY,0,False
jasminum officinale flowerleaf extract,3466,1,ANY,0,False
cucumis melo fruit extract,3467,1,ANY,0,False
azelamidopropyl dimethyl amine,3468,1,ANY,0,False
garnet powder,3469,1,ANY,0,False
zizyphus jujuba seed extract,3470,1,ANY,0,False
citrus nobilis mandarin orange oil,3471,1,ANY,0,True
lavendula hybrida oil,3472,1,ANY,0,False
levan,3473,1,ANY,0,False
spondias mombin pulp extract,3474,1,ANY,0,False
mangifera indica mango pulp extract,3475,1,ANY,0,False
musa sapientum banana pulp extract,3476,1,ANY,0,False
lavendula angustifolia lavender oil,3477,1,ANY,0,False
piperonyl glucose,3478,1,ANY,0,False
vitamin c,3479,4,AM,3,False
grape vitis vinifera seed extract,3480,1,ANY,0,False
coq10,3481,1,ANY,0,False
lutein,3482,1,ANY,0,False
zeaxanthin,3483,1,ANY,0,False
isomalto-oligosaccharides,3484,1,ANY,0,False
rebaudioside a,3485,1,ANY,0,False
anadenanthera colubrina bark extract,3486,1,ANY,0,False
vegetable oil olus oil,3487,1,ANY,0,False
schisandra chinensis fruit extract,3488,1,ANY,0,False
glycosphingolipids,3489,1,ANY,0,False
gossypium herbaceum seed oil,3490,1,ANY,0,False
polyglyceryl-3 diisosterate,3491,1,ANY,0,False
astrocaryum murumuru palm seed butter,3492,1,ANY,0,False
polygonum aviculare knotweed extract,3493,1,ANY,0,False
microcitrus australascica fruit extract,3494,1,ANY,0,True
rosmarinus officinalis rosemary leaf,3496,1,ANY,0,False
capryloyl glycerin sebacic acid copolymer,3497,1,ANY,0,False
citrus aurantium amara bitter orange peel powder,3498,1,ANY,0,True
rubus chamaemorus fruit extract,3499,1,ANY,0,False
piperonyl glucoside,3501,1,ANY,0,False
caryodendron orinocense seed oil,3502,1,ANY,0,False
oenocarpus bataua fruit oil,3503,1,ANY,0,False
citrus aurantium amara bitter orange leaftwig oil,3504,1,ANY,0,True
bidens pilosa black-jack extract,3505,1,ANY,0,False
adansonia digitata baobab pulp extract,3506,1,ANY,0,False
astrocaryum murumuru murumuru seed butter,3507,1,ANY,0,False
theobroma grandiflorum cupuacu seed butter,3508,1,ANY,0,False
morus alba white mulberry leaf extract,3509,1,ANY,0,False
citrus reticulata peel extract,3510,1,ANY,0,True
emblica officinalis indian gooseberry fruit extract,3511,1,ANY,0,False
rosa moschata oil,3512,1,ANY,0,False
simmondsia chinensis seed extract,3513,1,ANY,0,False
juniperus mexicana cedarwood oil,3514,1,ANY,0,False
juniperus communis juniper fruit oil,3515,1,ANY,0,False
schinus terebinthifolia fruit extract,3516,1,ANY,0,False
allyl caproate,3517,1,ANY,0,False
melatonin,3518,1,ANY,0,False
l-tryptophan,3519,1,ANY,0,False
vitamin b6,3520,1,ANY,0,False
organic tapioca syrup,3521,1,ANY,0,False
organic coconut sugar,3522,1,ANY,0,False
palm fruit oil,3523,1,ANY,0,False
cocoa powder processed with alkali,3524,1,ANY,0,False
sunflower lecithin,3525,1,ANY,0,False
monk fruit extract contains tree nuts coconut,3526,1,ANY,0,False
capryloylcaproyl methyl glucamide,3527,1,ANY,0,False
lauroylmyristoyl methyl glucamide,3528,1,ANY,0,False
citrus aurantium dulcis sweet orange peel oil,3529,1,ANY,0,True
dimethyl heptenal,3530,1,ANY,0,False
rosmarinus officinalis rosemary flowerleafstem water,3531,1,ANY,0,False
pelargonium graveolens flowerleafstem water,3532,1,ANY,0,False
citrus limon fruit water,3533,1,ANY,0,True
heptapeptide-7,3534,1,ANY,0,False
bellis perennis daisy flower extract,3535,1,ANY,0,False
helichrysum italicum immortelle extract,3536,1,ANY,0,False
hydroxyectoin,3537,1,ANY,0,False
and sodium benzoate,3538,1,ANY,0,False
rosa centifolia flower water,3539,1,ANY,0,False
rosa hybrid flower extract,3540,1,ANY,0,False
royal jelly,3541,1,ANY,0,False
hydrolyzed soy flour,3542,1,ANY,0,False
tocopheryl linoleate,3543,1,ANY,0,False
skeletonema costatum extract,3544,1,ANY,0,False
irvingia gabonensis kernel butter,3545,1,ANY,0,False
homosalate 98,3546,2,AM,0,False
octisalate 49,3547,2,AM,0,False
octocrylene 95,3548,2,AM,0,False
diisooctyl succinate,3549,1,ANY,0,False
ethyl ferulat,3550,1,ANY,0,False
citrus paradisi grapefruit fruit extract,3551,1,ANY,0,True
diisooctyl succinat,3552,1,ANY,0,False
prunus amygdalus,3553,1,ANY,0,False
amara bitter almond kernel oil,3554,1,ANY,0,False
avobenzone 29 homosalate 98 octisalate 49 octocrylene 95,3555,2,AM,0,False
europaea olive fruit oil,3556,1,ANY,0,False
opuntia ficus-indica stem water,3557,1,ANY,0,False
coriolus versicolor mushroom extract,3558,1,ANY,0,False
ganoderma lucidum mushroom extract,3559,1,ANY,0,False
carica papaya papaya leaf extract,3560,1,ANY,0,False
jasminum sambac floral extract,3561,1,ANY,0,False
cannabis hemp sativa seed oil,3562,1,ANY,0,False
capryliccapric triglyceride mctfractionated coconut oil,3563,1,ANY,0,False
withania somnifera ashwagandha root extract,3564,1,ANY,0,False
lentinus edodes shiitake extract,3565,1,ANY,0,False
borago officinalis,3566,1,ANY,0,False
cannabidiol cbd,3567,1,ANY,0,False
tocopheryl acetate vitamin e,3568,1,ANY,0,False
cannabis sativa cannabis hemp seed extract,3569,1,ANY,0,False
amino esters-1 ex mimosa tenuiflora,3570,1,ANY,0,False
corallina ocinalis extract,3571,1,ANY,0,False
withania somnifera root extract,3572,1,ANY,0,False
lentinus edodes extract,3573,1,ANY,0,False
rosa canina seed extract,3574,1,ANY,0,False
elaeis guineesis palm kernel oil,3575,1,ANY,0,False
hamamelis virginiana witch hazel flower water,3576,1,ANY,0,False
jasminum grandiflorum floral extract,3579,1,ANY,0,False
wateraquaeau aqua,3580,1,ANY,0,False
helianthus annuus sunflower oil,3581,1,ANY,0,False
octyl palmitate,3582,1,ANY,0,False
rhodiola rosea extract,3583,1,ANY,0,False
ocimum tenuiflorum holy basil extract,3584,1,ANY,0,False
withania somnifera ashwagandha extract,3585,1,ANY,0,False
ganoderma lucidum reishi mushroom extract,3586,1,ANY,0,False
squalane olive,3587,1,ANY,0,False
pentapeptide-59,3588,1,ANY,0,False
mixed tocopherols,3589,1,ANY,0,False
borago officinalis borage oil,3590,1,ANY,0,False
caramel color,3591,1,ANY,0,False
terminalia chebula fruit extract,3592,1,ANY,0,False
ananas sativus pineapple fruit juice,3593,1,ANY,0,False
capric triglycerides fractionated coconut oil,3594,1,ANY,0,False
cymbidium grandiflorum orchid flower extract,3595,1,ANY,0,False
amaranthus squalane oil,3596,1,ANY,0,False
jasminum sambac jasmine extract,3597,1,ANY,0,False
rosa damascena rose flower water,3598,1,ANY,0,False
hibiscus sabdariffa hibiscus flower extract,3599,1,ANY,0,False
cellulose gum gluconolactone,3600,1,ANY,0,False
eclipta prostrata false daisy extract,3601,1,ANY,0,False
melia azadirachta neem leaf extract,3602,1,ANY,0,False
moringa oleifera moringa seed oil,3603,1,ANY,0,False
hydrolyzed ganoderma lucidum mushroom extract,3604,1,ANY,0,False
ocimum,3605,1,ANY,0,False
sanctum leaf extract,3606,1,ANY,0,False
garcinia cambogia fruit extract,3607,1,ANY,0,False
wasabia japonica root extract,3608,1,ANY,0,False
laurus nobilis leaf extract,3609,1,ANY,0,False
diospyros kaki leaf extract,3610,1,ANY,0,False
sophora japonica fruit extract,3611,1,ANY,0,False
artemisia princeps extract,3612,1,ANY,0,False
polyglyceryl-6 dioleate,3613,1,ANY,0,False
polyglyceryl-4 laurate,3614,1,ANY,0,False
silica dimethyl silicate,3616,1,ANY,0,False
hydrolyzed eragrostis tef seed extract,3617,1,ANY,0,False
anigozanthos flavidus flowerleaf extract,3618,1,ANY,0,False
punica granatum fruit extract,3619,1,ANY,0,False
ginkgo biloba nut extract,3620,1,ANY,0,False
caprylylcapryl glucoside sclerotium gum,3621,1,ANY,0,False
musa sapientum banana fruit extract citrus aurantium amara bitter orange leaftwig extract,3622,1,ANY,0,True
cocos nucifera coconut fruit powder,3623,1,ANY,0,False
hordeum vulgare leaf juice,3624,1,ANY,0,False
lavandula angustifolia lavender flowerleafstem water,3625,1,ANY,0,False
musa sapientum flower extract,3626,1,ANY,0,False
banksia serrata flower extract,3627,1,ANY,0,False
grevillea speciosa flower extract,3628,1,ANY,0,False
arnica montana arnica extract,3629,1,ANY,0,False
borago officinalis borage leaf extract,3630,1,ANY,0,False
spiraea ulmaria meadowsweet extract,3631,1,ANY,0,False
beet root extract,3632,1,ANY,0,False
myrica cerifera fruit wax,3633,1,ANY,0,False
olea europaea olive oil,3634,1,ANY,0,False
octyldodecanol glyceryl caprylate,3635,1,ANY,0,False
hylocereus undatus fruit extract,3636,1,ANY,0,False
basilicum basil flowerleaf extract,3637,1,ANY,0,False
opuntia ficus-indica seed oil,3638,1,ANY,0,False
rubus fruticosus blackberry fruit extract,3639,1,ANY,0,False
vaccinium myrtillus bilberry extract,3640,1,ANY,0,False
lauryl,3641,1,ANY,0,False
isopropyl myristate,3642,1,ANY,0,False
dilauryl thiodipropionate,3643,1,ANY,0,False
glyceryl dibehenate,3644,1,ANY,0,False
phoenix dactylifera date seed extract,3645,1,ANY,0,False
phosphatidylglycerol,3646,1,ANY,0,False
agastache mexicana flowerleafstem extract,3647,1,ANY,0,False
homosalate 99,3648,2,AM,0,False
octisalate 30,3649,2,AM,0,False
glyceryl cocoate,3650,1,ANY,0,False
polyglyceryl-10 monodioleate,3651,1,ANY,0,False
polyglyceryl-3 oleate,3652,1,ANY,0,False
dipentaerythrityl hexahydroxystearate hexastearate hexarosinate,3653,1,ANY,0,False
hydrogenated rapeseed alcohol,3654,1,ANY,0,False
angelica polymorpha sinensis root extract,3655,1,ANY,0,False
glycine soja sterols,3656,1,ANY,0,False
behenyl behenate,3657,1,ANY,0,False
zinc,3658,1,ANY,0,False
selenium,3659,1,ANY,0,False
copper,3660,1,ANY,0,False
manganese,3661,1,ANY,0,False
chlorella,3662,1,ANY,0,False
spirulina,3663,1,ANY,0,False
msm,3664,1,ANY,0,False
beet root powder,3665,1,ANY,0,False
red clover extract,3666,1,ANY,0,False
dandelion leaf,3667,1,ANY,0,False
oregon grape root,3668,1,ANY,0,False
milk thistle extract,3669,1,ANY,0,False
matcha green tea,3670,1,ANY,0,False
alpha lipoic acid,3671,1,ANY,0,False
cranberry pacs,3672,1,ANY,0,False
lactobacillus acidophilus,3673,1,ANY,0,False
lactobacillus rhamnosus,3674,1,ANY,0,False
lactobaciilus reuteri,3675,1,ANY,0,False
microcrystalline celluose,3676,1,ANY,0,False
bamboo extract bambusa vulgarisshoots,3677,1,ANY,0,False
vitamin c ascorbic acid,3678,4,AM,3,False
potassium bicarbonate,3679,1,ANY,0,False
hydrolyzed marine collagen,3680,1,ANY,0,False
sunflower oil,3681,1,ANY,0,False
stevia,3682,1,ANY,0,False
beet powder,3683,1,ANY,0,False
monk fruit,3684,1,ANY,0,False
acacia,3685,1,ANY,0,False
evaporated cane juice,3686,1,ANY,0,False
tapioca syrup,3687,1,ANY,0,False
vegetable glycerin,3688,1,ANY,0,False
pectin,3689,1,ANY,0,False
natural orange flavor,3690,1,ANY,0,False
natural annatto color,3691,1,ANY,0,False
vegetable oil,3692,1,ANY,0,False
carnauba wax,3693,1,ANY,0,False
cane sugar,3694,1,ANY,0,False
medium chain triglycerides mct,3695,1,ANY,0,False
sodium malate,3696,1,ANY,0,False
organic tapioca starch,3697,1,ANY,0,False
vegetable juice color,3698,1,ANY,0,False
collagen peptide hydro-matrix blend includes types i and iii collagen,3699,1,ANY,0,False
skin repair and protection blend chondroitin sulfate,3700,1,ANY,0,False
red wine extract,3701,1,ANY,0,False
grape seed extract,3702,1,ANY,0,False
gelatin capsule,3703,1,ANY,0,False
magnesium stearate vegetable source,3704,1,ANY,0,False
forskolin,3705,1,ANY,0,False
seaweed extract,3706,1,ANY,0,False
chromium,3707,1,ANY,0,False
l-theanine,3708,1,ANY,0,False
rice flour,3709,1,ANY,0,False
pea protein,3710,1,ANY,0,False
hemp seed protein,3711,1,ANY,0,False
pumpkin seed protein,3712,1,ANY,0,False
flax seed powder,3713,1,ANY,0,False
amylase,3714,1,ANY,0,False
protease,3715,1,ANY,0,False
lactase,3716,1,ANY,0,False
cellulase,3717,1,ANY,0,False
l acidophilus,3718,1,ANY,0,False
guar gum,3719,1,ANY,0,False
monk fruit extract,3720,1,ANY,0,False
lactobacillus plantarum dr7,3721,1,ANY,0,False
err731,3722,1,ANY,0,False
vegetarian capsule hypromellose,3723,1,ANY,0,False
chasteberry tree extract,3724,1,ANY,0,False
dong quai,3725,1,ANY,0,False
vitamin a,3726,1,ANY,0,False
vitamin d3,3727,1,ANY,0,False
vitamin k,3728,1,ANY,0,False
vitamin,3729,1,ANY,0,False
k1,3730,1,ANY,0,False
vitamin k2,3731,1,ANY,0,False
vitamin b1,3732,1,ANY,0,False
vitamin b-2,3733,1,ANY,0,False
vitamin b3,3734,1,ANY,0,False
vitamin b12,3736,1,ANY,0,False
folate,3737,1,ANY,0,False
iron,3738,1,ANY,0,False
iodine,3739,1,ANY,0,False
magnesium,3740,1,ANY,0,False
molybdenum,3741,1,ANY,0,False
choline,3742,1,ANY,0,False
baron,3743,1,ANY,0,False
algal oil,3744,1,ANY,0,False
docosahexaenoic acid dha,3745,1,ANY,0,False
omega 3 fish oil with epa and dha,3746,1,ANY,0,False
vitamin b5,3747,1,ANY,0,False
l-tyrosine,3748,1,ANY,0,False
rhodiola,3749,1,ANY,0,False
eleuthero,3750,1,ANY,0,False
ashwagandha,3751,1,ANY,0,False
ginger,3752,1,ANY,0,False
licorice,3753,1,ANY,0,False
astragalus,3754,1,ANY,0,False
gotu kola,3755,1,ANY,0,False
schizandra,3756,1,ANY,0,False
dandelion root,3757,1,ANY,0,False
artichoke leaf,3758,1,ANY,0,False
cellulose powder,3759,1,ANY,0,False
olive oil,3760,1,ANY,0,False
tapioca,3761,1,ANY,0,False
skin-nurturing complex proprietary blend polypodium leucotomos extract,3762,1,ANY,0,False
ala,3763,1,ANY,0,False
green tea extract,3764,1,ANY,0,False
turmeric,3765,1,ANY,0,False
vegetarian capsule,3766,1,ANY,0,False
lingonberry seed oil containing omega-3 alpha linolenic acid,3767,1,ANY,0,False
omega-6 linoleic acid,3768,1,ANY,0,False
omega-9 oleic acid,3769,1,ANY,0,False
vitamin e from gamma-tocotrienol,3770,1,ANY,0,False
vitamin a from beta carotene,3771,1,ANY,0,False
modified non-gmo maize starch,3772,1,ANY,0,False
glycerol,3773,1,ANY,0,False
carrageenan from red algae,3774,1,ANY,0,False
rosemary extract,3775,1,ANY,0,False
3-0-ethyl ascorbic acid vitamin c,3776,4,AM,3,False
kojic acid,3777,1,ANY,0,False
ocimum basilicum basil flower leaf extract,3778,1,ANY,0,False
arbutin,3779,1,ANY,0,False
chamomilla,3780,1,ANY,0,False
hippophae rhamnoides sea buckthorn oil,3782,1,ANY,0,False
lactobacillus papaya fruit ferment extract,3783,1,ANY,0,False
peg-20 glyceryl laurate,3784,1,ANY,0,False
cl 77891 titanium dioxide,3785,2,AM,0,False
cl 77491 iron oxides,3786,1,ANY,0,False
candelillajojobarice bran polyglyceryl-3 esters,3787,1,ANY,0,False
jojoba oilmacadamia seed oil esters,3788,1,ANY,0,False
chondrus crispus seaweed extract,3790,1,ANY,0,False
nephrite powder,3791,1,ANY,0,False
tourmaline,3792,1,ANY,0,False
sapphire powder,3793,1,ANY,0,False
silver,3794,1,ANY,0,False
ci 77000 aluminum,3795,1,ANY,0,False
polyethylene terephthalate,3796,1,ANY,0,False
methylpropanediol chondrus crispus extract,3797,1,ANY,0,False
sodium hyaluronate crosspolymer hydrolyzed glycosaminoglycans,3798,1,ANY,0,False
cellulos gum,3799,1,ANY,0,False
peg-60 hydrogenated castor oil nacinamide,3800,1,ANY,0,False
2 hexanediol parfum fragrance,3801,1,ANY,0,False
c,3802,1,ANY,0,False
42090 blue 1,3803,1,ANY,0,False
rosa canina rosehip seed extract,3804,1,ANY,0,False
citrus junos yuzu seed oil,3805,1,ANY,0,True
phosphatidylcholine,3806,1,ANY,0,False
docosahexaenoic acid,3807,1,ANY,0,False
eicosapentaenoic acid,3808,1,ANY,0,False
citrus junos yuzu peel,3809,1,ANY,0,True
monascus extract,3810,1,ANY,0,False
helianthus annuus sunflower seed oilhelianthus annuus seed oil,3811,1,ANY,0,False
isosorbide dicaprylate,3812,1,ANY,0,False
chenopodium quinoa seed oil,3813,1,ANY,0,False
crithmum maritimum callus culture filtrate,3815,1,ANY,0,False
punica granatum pomegranate seed extract,3816,1,ANY,0,False
salvia hispanica chia seed oil,3817,1,ANY,0,False
ocimum sanctum holy basil leaf extract,3818,1,ANY,0,False
origanum vulgare oregano oil,3819,1,ANY,0,False
thymus vulgaris thyme oil,3820,1,ANY,0,False
curcuma longa turmeric leaf extract,3821,1,ANY,0,False
pinus pinaster pine bark extract,3822,1,ANY,0,False
c18-36 acid glycol ester,3823,1,ANY,0,False
sulfur,3824,1,ANY,0,False
origanum vulgare oregano leaf oil,3825,1,ANY,0,False
cinnamomum camphora bark oil,3826,1,ANY,0,False
genipa americana extract,3827,1,ANY,0,False
n-prolyl palmitoyl tripeptide-56 acetate,3828,1,ANY,0,False
erythrorhizon root oil ferment filtrate,3829,1,ANY,0,False
punica granatum pomegranate seed oil,3830,1,ANY,0,False
malus domestica apple fruit extract,3831,1,ANY,0,False
terminalia ferdinandiana kakadu plum fruit extract,3832,1,ANY,0,False
pelargonium graveolens extract,3833,1,ANY,0,False
alpha-glucan,3834,1,ANY,0,False
vinegar,3835,1,ANY,0,False
vaccinium myrtillus bilberry fruitleaf extract,3836,1,ANY,0,False
arctium lappa burdock root extract,3837,1,ANY,0,False
mangifera indica mango fruit extract,3838,1,ANY,0,False
citrus aurantifolia lime peel extract,3839,1,ANY,0,True
citrus paradisi grapefruit peel extract,3840,1,ANY,0,True
impatiens balsamina flower extract,3841,1,ANY,0,False
glyceryl olivate,3842,1,ANY,0,False
rosa damascena damask rose extract,3843,1,ANY,0,False
rubius idaeus raspberry fruit extract,3844,1,ANY,0,False
prunus perscia peach fruit extract,3845,1,ANY,0,False
vanila planifolia fruit extract,3846,1,ANY,0,False
lauryl glucoised,3847,1,ANY,0,False
potassium azeloyl digyclinate,3849,1,ANY,0,False
cannabis sativa hemp seed oil,3850,1,ANY,0,False
camellia oleifera green tea leaf extract,3851,1,ANY,0,False
sea water extract,3852,1,ANY,0,False
spirulina maxima spirulina extract,3853,1,ANY,0,False
citrus unshiu peel extract,3856,1,ANY,0,True
opuntia coccinellifera fruit extract,3857,1,ANY,0,False
orchid extract,3858,1,ANY,0,False
camellia japonica leaf extract,3859,1,ANY,0,False
volcanic ash,3860,1,ANY,0,False
juglans regia walnut shell powder,3864,1,ANY,0,False
camellia sinensis seed oil,3866,1,ANY,0,False
camellia sinensis seed extract,3867,1,ANY,0,False
poloxamer 235,3868,1,ANY,0,False
tocophersolan,3869,1,ANY,0,False
prunus yedoensis leaf extract,3870,1,ANY,0,False
ppg-13-decyltetradeceth-24,3871,1,ANY,0,False
colloidal sulfur,3872,1,ANY,0,False
torreya nucifera seed oil,3873,1,ANY,0,False
sodium cocoyl alaninate,3874,1,ANY,0,False
lauryl hydroxysultaine,3875,1,ANY,0,False
amellia sinensis leaf extract,3877,1,ANY,0,False
acrylatesstearyl methacrylate opolymer,3878,1,ANY,0,False
acrylatesstearyl methacrylate copolymer,3879,1,ANY,0,False
utylene glycol,3880,1,ANY,0,False
peg100 stearate,3881,1,ANY,0,False
onsen-sui,3882,1,ANY,0,False
sodium metaphosphate,3883,1,ANY,0,False
tocopheryl acetate vitamin e acetate,3884,1,ANY,0,False
methoxyphenyl t-butylphenyl propanediol,3885,1,ANY,0,False
triethylene glycol,3886,1,ANY,0,False
ci 19140 fdc yellow no5,3887,1,ANY,0,False
ci 42090 fdc blue no1,3888,1,ANY,0,False
ci 16035 fdc red no40,3889,1,ANY,0,False
argania spinosa argan kernel oil,3890,1,ANY,0,False
eucalyptus globulus eucalyptus leaf oil tropaeolum majus flowerleafstem extract,3891,1,ANY,0,False
aloe barbadensis aloe vera extract,3892,1,ANY,0,False
agave tequilana,3893,1,ANY,0,False
ci 15985 fdc yellow no6,3895,1,ANY,0,False
ci 14700 fdc red no4,3896,1,ANY,0,False
lavandula angustifolia lavender herb oil,3898,1,ANY,0,False
ci 16035 red 40,3899,1,ANY,0,False
peg-40 hydrogenated caster oil,3901,1,ANY,0,False
retinyl acetate,3902,1,ANY,0,False
euphorbia cerifera candelilla cera wax,3903,1,ANY,0,False
coconut oil,3904,1,ANY,0,False
polyurethane-62,3905,1,ANY,0,False
ci 26100 red 17,3906,1,ANY,0,False
alcohol denat alcohol,3907,1,ANY,0,False
hydroxypalmitoyl sphinganine,3909,1,ANY,0,False
snail secretion filtrate,3911,1,ANY,0,False
canadian colloidal clay,3912,1,ANY,0,False
moroccan lava clay,3913,1,ANY,0,False
silk extract,3914,1,ANY,0,False
melaleuca alternifolia tea tree flowerleafstem extract,3915,1,ANY,0,False
palmitoyl tetrapeptide- 7,3916,1,ANY,0,False
titanium dioxide 74,3917,2,AM,0,False
zinc oxide 63 may contain titanium dioxide,3918,2,AM,0,False
iron oxide v2824661,3919,1,ANY,0,False
peg-20 stearate,3921,1,ANY,0,False
octyldodecanolsynthetic wax,3925,1,ANY,0,False
peg-55 propylene glycol oleate,3928,1,ANY,0,False
polyquaternium-53,3929,1,ANY,0,False
simmondsia chinensis seed oiljojoba seed oil,3930,1,ANY,0,False
hydrogenated castor oil dimer dilinoleate,3931,1,ANY,0,False
cereus grandiflorus flower extractcactus flower extract,3933,1,ANY,0,False
butyrospermum parkii buttershea butter,3934,1,ANY,0,False
hydroxypropyl tetrahydropyrantriol,3936,1,ANY,0,False
silica nanosilica,3937,1,ANY,0,False
cocos nucifera fruit juicecoconut fruit juice,3938,1,ANY,0,False
hamamelis virginiana waterwitch hazel water,3939,1,ANY,0,False
avena sativa kernel flouroat kernel flour,3940,1,ANY,0,False
glycine soja oilsoybean oil,3941,1,ANY,0,False
cocos nucifera oilcoconut oil,3942,1,ANY,0,False
citrus aurantium dulcis peel oilorange peel oil,3943,1,ANY,0,True
polyimide-1,3944,1,ANY,0,False
citrus paradisi peel oilgrapefruit peel oil,3945,1,ANY,0,True
buteth-3,3946,1,ANY,0,False
tributyl citrate,3947,1,ANY,0,False
lactobacilluscoconut fruit juice ferment filtrate,3948,1,ANY,0,False
citrus sinensis peel oil expressed,3949,1,ANY,0,True
panax ginseng callus culture extract,3950,1,ANY,0,False
rosa damascena callus culture extract,3951,1,ANY,0,False
daucus carota sativa carrot callus culture extract,3952,1,ANY,0,False
camellia sinensis callus culture extract,3953,1,ANY,0,False
asparagine,3954,1,ANY,0,False
1-methylhydantoin-2-imide,3955,1,ANY,0,False
methionine,3956,1,ANY,0,False
formic acid,3957,1,ANY,0,False
magnesium citrate,3958,1,ANY,0,False
tryptophan,3959,1,ANY,0,False
hydrolyzed elastin,3960,1,ANY,0,False
citrulline,3961,1,ANY,0,False
cysteine,3962,1,ANY,0,False
glutamine,3963,1,ANY,0,False
usnea barbata extractlichen extract,3964,1,ANY,0,False
pulsatilla koreana extract,3965,1,ANY,0,False
zanthoxylum piperitum fruit extract,3966,1,ANY,0,False
hydroxypropyl bispalmitamide mea,3967,1,ANY,0,False
meadowfoam estolide,3968,1,ANY,0,False
ethylhexyl isonanoate,3969,1,ANY,0,False
fdc yellow no 5 ci 19140,3970,1,ANY,0,False
limnanthes alba seed oilmeadowfoam seed oil,3971,1,ANY,0,False
hydroxyethylpiperazine ethane,3972,1,ANY,0,False
sulfonic acid,3973,1,ANY,0,False
rgania spinosa kernel oil,3974,1,ANY,0,False
saccharum officinarum extract sugarcane extractextrait de canne a sucre,3975,1,ANY,0,False
curcuma longa root extractturmeric root extract,3976,1,ANY,0,False
citrus aurantium dulcis fruit extractorange fruit extract,3977,1,ANY,0,True
citrus limon fruit extractlemon fruit extract,3978,1,ANY,0,True
helianthus annuus seed oilsunflower seed oil,3980,1,ANY,0,False
ci 40800beta-carotene,3981,1,ANY,0,False
c 18-38 alkyl hydroxystearol stearate,3982,1,ANY,0,False
camellia sinenesis green tea leaf extract,3983,1,ANY,0,False
lanolin,3984,1,ANY,0,False
polyglyceryl 3 beeswax,3985,1,ANY,0,False
avobenzone,3986,2,AM,0,False
octinoxate,3987,1,ANY,0,False
lanolin oil,3988,1,ANY,0,False
petrolatum 402,3989,1,ANY,0,False
lavandula angustifolia lavenderlavande extract,3990,1,ANY,0,False
salvia officinalis sagesauge leaf extract,3991,1,ANY,0,False
rosmarinus officinalis rosemaryromarin leaf oil,3992,1,ANY,0,False
salvia officinalis sagesauge oil,3993,1,ANY,0,False
backhousia citriodora leaf oil,3994,1,ANY,0,False
hamamelis virginiana witch hazelhamamlis leaf extract,3995,1,ANY,0,False
chamomilla recutita flower oil,3996,1,ANY,0,False
peg-150 distearate,3997,1,ANY,0,False
sodium c14-15 olefin sulfonate,3998,1,ANY,0,False
cucumis sativus cucumberconcombre fruit extract,3999,1,ANY,0,False
glycyrrhiza glabra licoricerglisse root extract,4000,1,ANY,0,False
hydrogenated camelina sativa seed oil,4001,1,ANY,0,False
potassium bitartrate,4002,1,ANY,0,False
flower oil,4003,1,ANY,0,False
dimethcone,4004,1,ANY,0,False
haslea ostrearia extract,4005,1,ANY,0,False
lodopropynyl butylcarbamate,4006,1,ANY,0,False
phenethyl benzoate,4007,1,ANY,0,False
plantago lanceolata potassium sorbate,4008,1,ANY,0,False
salicylic acid 1,4009,3,ANY,3,False
tribehenin peg-20 esters,4010,1,ANY,0,False
hydroxycinnamic acid,4011,1,ANY,0,False
rutin,4012,1,ANY,0,False
water hamamelis virginiana witch hazelhamamlis water,4013,1,ANY,0,False
rosmarinus oficinalis rosemaryromarin leaf oil,4014,1,ANY,0,False
betula alba juice,4015,1,ANY,0,False
hydrolyzed rhodophycea extract,4016,1,ANY,0,False
iris germanica florentina root extract,4017,1,ANY,0,False
aloe barbadensis aloe vera leaf extract,4018,1,ANY,0,False
olive oil glycerth 8 esters,4019,1,ANY,0,False
pseudozyma epicolaolive fruit oil ferment filtrate,4020,1,ANY,0,False
aspalathus linearis extract,4021,1,ANY,0,False
tetrapeptide-14,4022,1,ANY,0,False
hydrogenated cottonseed oil,4023,1,ANY,0,False
himanthalia elongata extract,4024,1,ANY,0,False
ethyl ferulate trehalose,4025,1,ANY,0,False
palmitoyl tetrapeptide-10,4026,1,ANY,0,False
pentaerythrityl tetracaprylatetetracaprate,4027,1,ANY,0,False
polyurethane-35,4028,1,ANY,0,False
vpva copolymer,4029,1,ANY,0,False
acrylates crosspolymer-4,4030,1,ANY,0,False
sodium hydroxypropylphosphate,4031,1,ANY,0,False
decylglucoside crosspolymer,4032,1,ANY,0,False
pentadecalactone,4033,1,ANY,0,False
citrus grandis pomelo grapefruit seed oil,4035,1,ANY,0,True
hydroxyethyl acrylatesodium acryloyl dimethyl taurate copolymer,4036,1,ANY,0,False
citrullus lanatus watermelon extract,4037,1,ANY,0,False
water and argania spinosa argan,4038,1,ANY,0,False
kernel oil and propanediol and glyceryl caprylate and,4039,1,ANY,0,False
glyceryl undecylenate and phosphatidylglycerol and,4040,1,ANY,0,False
