product_id,ingredient_id,concentration_rank
P475196,297,2
P475196,45,3
P475196,6,4
P475196,30,5
P475196,458,6
P475196,319,7
P475196,573,8
P475196,3783,9
P475196,6615,10
P475196,3347,11
P475196,3228,12
P475196,5462,13
P475196,235,14
P475196,79,15
P475196,234,16
P475196,2410,17
P475196,327,18
P475196,236,19
P475196,3835,20
P475196,3639,21
P475196,2884,22
P475196,114,23
P475196,3778,24
P475196,242,25
P475196,238,26
P475196,361,27
P475196,121,28
P475196,189,29
P475196,4614,30
P475196,1031,31
P475196,24,32
P475196,64,33
P475196,1449,34
P475197,5950,1
P475197,1811,2
P475197,43,3
P475197,6,4
P475197,62,5
P475197,211,6
P475197,466,7
P475197,51,8
P475197,327,9
P475197,319,10
P475197,10,11
P475197,2935,12
P475197,2591,13
P475197,4600,14
P475197,234,15
P475197,6606,16
P475197,887,17
P475197,1045,18
P475197,1728,19
P475197,3345,20
P475197,79,21
P475197,3833,22
P475197,114,23
P475197,552,24
P475197,20,25
P475197,235,26
P475197,1181,27
P475197,267,28
P475197,305,29
P475197,238,30
P475197,361,31
P475197,3778,32
P475197,242,33
P475197,1864,34
P475197,6607,35
P475197,549,36
P475197,1047,37
P475197,236,38
P475197,1108,39
P475197,2628,40
P475197,45,41
P475197,28,42
P475197,448,43
P475197,121,44
P475197,2167,45
P475197,1115,46
P475197,299,47
P475197,189,48
P475197,190,49
P475197,4614,50
P475197,30,51
P475197,117,52
P475197,542,53
P475197,298,54
P475197,24,55
P475197,4609,56
P475197,34,57
P475197,188,58
P475197,64,59
P475197,1449,60
P475200,6616,1
P475200,319,2
P475200,239,3
P475200,844,4
P475200,2116,5
P475200,231,6
P475200,629,7
P475200,1404,8
P475200,897,9
P475200,4073,10
P475200,114,11
P475200,5462,12
P475200,1047,13
P475200,1890,14
P475200,444,15
P475200,4612,16
P475200,653,17
P475200,93,18
P475200,4613,19
P475200,267,20
P475200,43,21
P475200,29,22
P475200,1045,23
P475200,31,24
P475200,432,25
P475200,668,26
P475200,565,27
P475200,448,28
P475200,894,29
P475200,2047,30
P475200,121,31
P475200,2292,32
P475200,24,33
P475200,189,34
P475200,28,35
P475200,640,36
P475200,34,37
P475200,4614,38
P475200,305,39
P475200,5950,40
P475200,6,41
P475200,2163,42
P475200,76,43
P475200,4602,44
P475200,832,45
P475200,91,46
P475200,163,47
P475200,1077,48
P475200,3881,49
P475200,150,50
P475200,6617,51
P475200,2984,52
P475200,413,53
P475200,85,54
P475200,1755,55
P475200,297,56
P475200,549,57
P475200,98,58
P475200,592,59
P475200,418,60
P475200,4106,61
P475200,4107,62
P475200,2545,63
P475200,2597,64
P475200,6602,65
P475200,6598,66
P475200,6192,67
P475200,3182,68
P475200,1324,69
P475200,2591,70
P475200,6319,71
P475200,551,72
P475200,6600,73
P475200,2053,74
P475200,434,75
P475200,10,76
P475200,399,77
P475200,550,78
P475200,546,79
P475200,2628,80
P475200,942,81
P475200,101,82
P475200,6618,83
P475200,933,84
P475200,6619,85
P475200,1304,86
P475200,6620,87
P475200,6621,88
P475200,6622,89
P475200,6601,90
P475200,422,91
P475200,453,92
P475200,363,93
P475200,6623,94
P475200,387,95
P475200,45,96
P475200,1415,97
P475200,395,98
P475200,557,99
P475200,27,100
P475200,59,101
P475200,211,102
P475200,929,103
P475200,40,104
P475200,437,105
P475200,68,106
P475200,42,107
P475200,4607,108
P475200,1378,109
P475200,294,110
P475200,199,111
P475200,979,112
P475200,583,113
P475200,6609,114
P475200,584,115
P475200,368,116
P475200,369,117
P475200,6610,118
P475200,110,119
P475200,46,120
P475200,51,121
P475200,669,122
P475200,3806,123
P475200,4112,124
P475200,2043,125
P475200,272,126
P475200,3807,127
P475200,961,128
P475200,190,129
P475200,6611,130
P475200,2145,131
P475200,464,132
P475200,3808,133
P475200,379,134
P475200,893,135
P475200,248,136
P475200,521,137
P475200,440,138
P475200,380,139
P475200,1222,140
P475200,224,141
P475200,327,142
P475200,2343,143
P475200,315,144
P475200,1827,145
P475200,58,146
P475200,408,147
P475200,492,148
P475200,984,149
P475200,4609,150
P475200,30,151
P475200,594,152
P475200,9,153
P475200,1283,154
P475200,348,155
P475200,803,156
P475200,208,157
P475200,393,158
P475200,602,159
P475200,3347,160
P475200,201,161
P475200,1316,162
P475200,598,163
P475200,487,164
P475200,2420,165
P475200,346,166
P475200,162,167
P475200,1728,168
P475200,2552,169
P475200,128,170
P475201,199,1
P475201,149,2
P475201,979,3
P475201,879,4
P475201,872,5
P475201,5950,6
P475201,402,7
P475201,45,8
P475201,162,9
P475201,6,10
P475201,319,11
P475201,2648,12
P475201,1738,13
P475201,5619,14
P475201,586,15
P475201,397,16
P475201,10,17
P475201,1047,18
P475201,466,19
P475201,1045,20
P475201,114,21
P475201,267,22
P475201,6595,23
P475201,85,24
P475201,4890,25
P475201,2935,26
P475201,1728,27
P475201,86,28
P475201,1897,29
P475201,1260,30
P475201,327,31
P475201,549,32
P475201,1708,33
P475201,444,34
P475201,623,35
P475201,1453,36
P475201,448,37
P475201,911,38
P475201,59,39
P475201,578,40
P475201,399,41
P475201,220,42
P475201,6596,43
P475201,577,44
P475201,4613,45
P475201,93,46
P475201,190,47
P475201,189,48
P475201,286,49
P475201,942,50
P475201,31,51
P475201,211,52
P475201,27,53
P475201,24,54
P475201,64,55
P475201,1449,56
P475201,34,57
P475201,121,58
P475201,4614,59
P475203,5950,1
P475203,3,2
P475203,199,3
P475203,6,4
P475203,942,5
P475203,163,6
P475203,8,7
P475203,209,8
P475203,319,9
P475203,150,10
P475203,3881,11
P475203,2984,12
P475203,4106,13
P475203,1047,14
P475203,466,15
P475203,6586,16
P475203,418,17
P475203,295,18
P475203,85,19
P475203,114,20
P475203,3347,21
P475203,267,22
P475203,549,23
P475203,1316,24
P475203,803,25
P475203,98,26
P475203,327,27
P475203,93,28
P475203,315,29
P475203,169,30
P475203,10,31
P475203,434,32
P475203,399,33
P475203,1728,34
P475203,2410,35
P475203,6588,36
P475203,1045,37
P475203,59,38
P475203,211,39
P475203,58,40
P475203,30,41
P475203,4609,42
P475203,2292,43
P475203,945,44
P475203,28,45
P475203,40,46
P475203,121,47
P475203,4614,48
P475203,34,49
P475203,971,50
P475203,189,51
P475203,45,52
P475203,64,53
P475203,1449,54
P475203,448,55
P475203,67,56
P475203,4608,57
P475203,131,58
P475203,148,59
P475203,42,60
P475204,5950,1
P475204,319,2
P475204,6,3
P475204,45,4
P475204,62,5
P475204,51,6
P475204,101,7
P475204,99,8
P475204,2935,9
P475204,6613,10
P475204,602,11
P475204,6614,12
P475204,626,13
P475204,736,14
P475204,85,15
P475204,2454,16
P475204,451,17
P475204,2552,18
P475204,5974,19
P475204,385,20
P475204,4609,21
P475204,163,22
P475204,275,23
P475204,152,24
P475204,211,25
P475204,31,26
P475204,311,27
P475204,71,28
P475204,2936,29
P475204,189,30
P475204,28,31
P475204,114,32
P475204,30,33
P475204,4614,34
P475204,121,35
P475204,24,36
P475204,34,37
P475204,298,38
P475204,299,39
P475540,6505,1
P475540,6,2
P475540,76,3
P475540,942,4
P475540,229,5
P475540,9,6
P475540,843,7
P475540,64,8
P475540,1449,9
P475540,3097,10
P475540,870,11
P475540,701,12
P475540,2424,13
P475540,46,14
P475540,101,15
P475540,3054,16
P475540,751,17
P475540,17,18
P475540,3093,19
P475540,3094,20
P475540,4613,21
P475540,1510,22
P475540,2929,23
P475540,537,24
P475540,312,25
P475540,703,26
P475540,702,27
P475540,575,28
P475540,2182,29
P475540,2552,30
P475540,4036,31
P475540,383,32
P475540,2536,33
P475540,748,34
P475540,190,35
P475540,3086,36
P475540,2364,37
P475540,31,38
P475540,220,39
P475540,28,40
P475540,4614,41
P475540,3098,42
P475543,6505,1
P475543,43,2
P475543,1125,3
P475543,2971,4
P475543,91,5
P475543,355,6
P475543,244,7
P475543,2794,8
P475543,200,9
P475543,595,10
P475543,450,11
P475543,3456,12
P475543,4613,13
P475543,93,14
P475543,85,15
P475543,463,16
P475543,2043,17
P475543,10,18
P475543,1546,19
P475543,3459,20
P475543,3460,21
P475543,553,22
P475543,235,23
P475543,234,24
P475543,79,25
P475543,236,26
P475543,3461,27
P475543,2465,28
P475543,6,29
P475543,64,30
P475543,1449,31
P475543,942,32
P475543,24,33
P475543,748,34
P475543,23,35
P475543,5619,36
P475543,46,37
P475543,29,38
P475543,3458,39
P475543,117,40
P475543,31,41
P475543,4614,42
P475543,298,43
P475543,299,44
P475543,2292,45
P475543,28,46
P475543,190,47
P475543,34,48
P475589,6505,1
P475589,45,2
P475589,3881,3
P475589,8,4
P475589,162,5
P475589,1370,6
P475589,169,7
P475589,6,8
P475589,4664,9
P475589,87,10
P475589,86,11
P475589,550,12
P475589,1596,13
P475589,942,14
P475589,1588,15
P475589,1589,16
P475589,1590,17
P475589,1129,18
P475589,4174,19
P475589,1130,20
P475589,99,21
P475589,10,22
P475589,757,23
P475589,1592,24
P475589,76,25
P475589,239,26
P475589,85,27
P475589,51,28
P475589,518,29
P475589,224,30
P475589,93,31
P475589,251,32
P475589,890,33
P475589,88,34
P475589,1728,35
P475589,669,36
P475589,2292,37
P475589,24,38
P475589,4613,39
P475589,1088,40
P475589,593,41
P475589,2207,42
P475589,58,43
P475589,363,44
P475589,30,45
P475589,146,46
P475589,748,47
P475589,750,48
P475589,1142,49
P475589,57,50
P475589,34,51
P475589,166,52
P475589,128,53
P475589,4614,54
P475589,291,55
P475589,294,56
P475589,338,57
P475589,1101,58
P475589,1153,59
P475590,6505,1
P475590,45,2
P475590,3881,3
P475590,8,4
P475590,162,5
P475590,1370,6
P475590,169,7
P475590,6,8
P475590,4664,9
P475590,87,10
P475590,86,11
P475590,550,12
P475590,1596,13
P475590,942,14
P475590,1588,15
P475590,1589,16
P475590,1590,17
P475590,1129,18
P475590,4174,19
P475590,1130,20
P475590,99,21
P475590,10,22
P475590,757,23
P475590,1592,24
P475590,76,25
P475590,239,26
P475590,85,27
P475590,51,28
P475590,518,29
P475590,224,30
P475590,93,31
P475590,251,32
P475590,890,33
P475590,88,34
P475590,1728,35
P475590,669,36
P475590,2292,37
P475590,24,38
P475590,4613,39
P475590,1088,40
P475590,593,41
P475590,2207,42
P475590,58,43
P475590,363,44
P475590,30,45
P475590,146,46
P475590,748,47
P475590,750,48
P475590,1142,49
P475590,57,50
P475590,34,51
P475590,166,52
P475590,128,53
P475590,4614,54
P475590,291,55
P475590,294,56
P475590,338,57
P475590,1101,58
P475590,1153,59
P475629,6505,1
P475629,45,2
P475629,5619,3
P475629,9,4
P475629,4609,5
P475629,845,6
P475629,51,7
P475629,6,8
P475629,64,9
P475629,1449,10
P475629,150,11
P475629,6647,12
P475629,52,13
P475629,3916,14
P475629,642,15
P475629,874,16
P475629,261,17
P475629,5456,18
P475629,85,19
P475629,76,20
P475629,661,21
P475629,711,22
P475629,93,23
P475629,2410,24
P475629,667,25
P475629,24,26
P475629,2292,27
P475629,357,28
P475629,5820,29
P475629,14,30
P475629,4605,31
P475629,945,32
P475629,363,33
P475629,1882,34
P475629,593,35
P475629,62,36
P475629,190,37
P475629,220,38
P475629,58,39
P475629,121,40
P475629,4614,41
P475629,3881,42
P475629,8,43
P475629,67,44
P475629,131,45
P475629,148,46
P475630,3580,1
P475630,55,2
P475630,71,3
P475630,6,4
P475630,150,5
P475630,163,6
P475630,524,7
P475630,29,8
P475630,501,9
P475630,893,10
P475630,3568,11
P475630,34,12
P475630,411,13
P475630,4614,14
P475630,470,15
P475630,6660,16
P475630,1131,17
P475630,529,18
P475630,6661,19
P475630,1071,20
P475630,5747,21
P475630,4609,22
P475630,2292,23
P475630,401,24
P475630,2908,25
P475630,84,26
P475630,400,27
P475630,131,28
P475630,425,29
P475630,148,30
P475630,68,31
P475630,42,32
P475906,5950,1
P475906,6,2
P475906,5619,3
P475906,101,4
P475906,662,5
P475906,682,6
P475906,199,7
P475906,692,8
P475906,705,9
P475906,51,10
P475906,698,11
P475906,23,12
P475906,364,13
P475906,674,14
P475906,622,15
P475906,162,16
P475906,239,17
P475906,593,18
P475906,81,19
P475906,190,20
P475906,4614,21
P475906,28,22
P475906,121,23
P475906,706,24
P475906,707,25
P475906,418,26
P475906,448,27
P475906,31,28
P475906,29,29
P475906,79,30
P475906,98,31
P475906,93,32
P475906,4613,33
P475906,658,34
P475906,383,35
P475906,659,36
P475906,189,37
P475906,382,38
P475906,660,39
P475907,5950,1
P475907,6,2
P475907,64,3
P475907,1449,4
P475907,681,5
P475907,682,6
P475907,697,7
P475907,199,8
P475907,680,9
P475907,698,10
P475907,683,11
P475907,699,12
P475907,700,13
P475907,701,14
P475907,29,15
P475907,702,16
P475907,28,17
P475907,703,18
P475907,418,19
P475907,448,20
P475907,85,21
P475907,30,22
P475907,710,23
P475907,704,24
P475907,31,25
P475907,537,26
P475907,190,27
P475907,98,28
P475907,593,29
P475907,93,30
P475907,658,31
P475907,383,32
P475907,659,33
P475907,4614,34
P475907,189,35
P475907,382,36
P475907,660,37
P475908,870,1
P475908,4572,2
P475908,149,3
P475908,76,4
P475908,872,5
P475908,64,6
P475908,1449,7
P475908,873,8
P475908,854,9
P475908,874,10
P475908,875,11
P475908,774,12
P475908,45,13
P475908,420,14
P475908,308,15
P475908,838,16
P475908,107,17
P475908,836,18
P475908,839,19
P475908,834,20
P475908,835,21
P475908,837,22
P475908,210,23
P475908,68,24
P475908,42,25
P475908,608,26
P475921,5950,1
P475921,43,2
P475921,6,3
P475921,199,4
P475921,1299,5
P475921,86,6
P475921,458,7
P475921,2543,8
P475921,4036,9
P475921,64,10
P475921,1449,11
P475921,958,12
P475921,4609,13
P475921,1412,14
P475921,1413,15
P475921,93,16
P475921,2292,17
P475921,1513,18
P475921,1349,19
P475921,1399,20
P475921,57,21
P475921,453,22
P475921,1415,23
P475921,327,24
P475921,1031,25
P475921,45,26
P475921,1401,27
P475921,1402,28
P475921,30,29
P475921,1417,30
P475921,121,31
P475921,1418,32
P475921,1405,33
P475921,32,34
P475921,28,35
P475921,40,36
P475921,1419,37
P475921,4614,38
P475921,1420,39
P475921,1421,40
P475926,2028,1
P475926,1790,2
P475926,681,3
P475926,448,4
P475926,5950,5
P475926,190,6
P475926,226,7
P475926,2191,8
P475926,2192,9
P475926,45,10
P475926,2415,11
P475926,85,12
P475926,2410,13
P475926,34,14
P475926,2292,15
P475926,4614,16
P475926,384,17
P475926,77,18
P475926,6,19
P475926,76,20
P475926,2346,21
P475926,2369,22
P475926,9,23
P475926,705,24
P475926,669,25
P475926,43,26
P475926,152,27
P475926,1447,28
P475926,8,29
P475926,93,30
P475926,2370,31
P475926,101,32
P475926,199,33
P475926,1827,34
P475926,58,35
P475926,557,36
P475926,942,37
P475926,102,38
P475926,315,39
P475926,28,40
P475926,172,41
P475926,150,42
P475926,391,43
P475926,1651,44
P475926,1337,45
P475926,71,46
P475926,291,47
P475926,27,48
P475926,30,49
P475926,435,50
P475926,24,51
P475926,1461,52
P475926,437,53
P475926,338,54
P475926,294,55
P475932,2,1
P475932,942,2
P475932,6,3
P475932,2945,4
P475932,51,5
P475932,75,6
P475932,888,7
P475932,1253,8
P475932,2946,9
P475932,6123,10
P475932,9,11
P475932,34,12
P475932,24,13
P475932,2552,14
P475932,984,15
P475932,31,16
P475932,144,17
P475932,335,18
P475932,2794,19
P475932,2947,20
P475932,2948,21
P475932,413,22
P475932,2644,23
P475932,716,24
P475932,29,25
P475932,30,26
P475932,255,27
P475932,422,28
P475932,4613,29
P475951,6505,1
P475951,43,2
P475951,6,3
P475951,136,4
P475951,64,5
P475951,1449,6
P475951,890,7
P475951,51,8
P475951,46,9
P475951,727,10
P475951,3866,11
P475951,583,12
P475951,593,13
P475951,584,14
P475951,2552,15
P475951,1603,16
P475951,45,17
P475951,199,18
P475951,101,19
P475951,476,20
P475951,4036,21
P475951,614,22
P475951,2711,23
P475951,2292,24
P475951,57,25
P475951,67,26
P475951,357,27
P475951,98,28
P475951,85,29
P475951,464,30
P475951,302,31
P475951,1391,32
P475951,2794,33
P475951,220,34
P475951,117,35
P475951,28,36
P475951,42,37
P475951,68,38
P475951,3868,39
P475951,336,40
P475951,114,41
P475951,370,42
P475951,215,43
P475951,3869,44
P475951,3307,45
P475951,891,46
P475951,893,47
P475951,24,48
P475951,2145,49
P475961,4433,1
P475961,5758,2
P475961,1126,3
P475961,6,4
P475961,387,5
P475961,5759,6
P475961,1127,7
P475961,4435,8
P475961,597,9
P475961,4444,10
P475961,4437,11
P475961,4438,12
P475961,1117,13
P475961,4439,14
P475961,478,15
P475961,2603,16
P475961,1340,17
P475961,2047,18
P475961,2432,19
P475961,1336,20
P475961,4612,21
P475961,818,22
P475961,4440,23
P475961,4441,24
P475961,6505,25
P475961,4073,26
P475961,2346,27
P475961,4442,28
P475961,384,29
P475961,28,30
P475961,1075,31
P475961,1730,32
P475961,101,33
P475961,68,34
P475961,197,35
P475961,42,36
P475961,4607,37
P475961,425,38
P475961,1141,39
P475961,608,40
P475961,121,41
P475961,136,42
P475961,67,43
P476009,6505,1
P476009,5619,2
P476009,942,3
P476009,43,4
P476009,199,5
P476009,6,6
P476009,5605,7
P476009,4609,8
P476009,1474,9
P476009,698,10
P476009,4613,11
P476009,207,12
P476009,2273,13
P476009,162,14
P476009,55,15
P476009,537,16
P476009,335,17
P476009,443,18
P476009,2552,19
P476009,971,20
P476009,291,21
P476009,338,22
P476009,294,23
P476009,120,24
P476009,30,25
P476009,5630,26
P476009,2834,27
P476009,2255,28
P476009,805,29
P476009,197,30
P476009,68,31
P476009,42,32
P476010,6505,1
P476010,5462,2
P476010,6,3
P476010,10,4
P476010,51,5
P476010,863,6
P476010,199,7
P476010,43,8
P476010,297,9
P476010,114,10
P476010,30,11
P476010,351,12
P476010,356,13
P476010,479,14
P476010,797,15
P476010,144,16
P476010,780,17
P476010,736,18
P476010,320,19
P476010,2756,20
P476010,4982,21
P476010,1272,22
P476010,318,23
P476010,338,24
P476010,1623,25
P476010,64,26
P476010,1449,27
P476010,476,28
P476010,4076,29
P476010,59,30
P476010,727,31
P476010,101,32
P476010,28,33
P476010,211,34
P476010,31,35
P476028,55,1
P476028,6066,2
P476028,78,3
P476028,1980,4
P476028,2615,5
P476028,199,6
P476028,169,7
P476028,4613,8
P476028,1383,9
P476028,1380,10
P476028,4335,11
P476028,644,12
P476028,2018,13
P476028,6067,14
P476028,3638,15
P476028,3169,16
P476028,1382,17
P476028,600,18
P476028,420,19
P476414,5876,1
P476414,8,2
P476414,366,3
P476414,287,4
P476414,492,5
P476414,51,6
P476414,3193,7
P476414,149,8
P476414,384,9
P476414,942,10
P476414,6102,11
P476414,3760,12
P476414,495,13
P476414,403,14
P476414,2605,15
P476414,6103,16
P476414,2656,17
P476414,6104,18
P476414,3535,19
P476414,6105,20
P476414,268,21
P476414,17,22
P476414,4609,23
P476414,29,24
P476414,888,25
P476414,62,26
P476414,1350,27
P476414,4613,28
P476414,24,29
P476414,1933,30
P476414,1925,31
P476414,964,32
P476414,931,33
P476414,557,34
P476414,31,35
P476414,28,36
P476414,117,37
P476414,121,38
P476414,1205,39
P476415,4893,1
P476415,457,2
P476415,1024,3
P476415,945,4
P476415,43,5
P476415,655,6
P476415,297,7
P476415,320,8
P476415,51,9
P476415,30,10
P476415,296,11
P476415,98,12
P476415,4613,13
P476415,6,14
P476415,2292,15
P476415,304,16
P476415,302,17
P476415,303,18
P476415,1212,19
P476415,190,20
P476415,189,21
P476415,28,22
P476415,4614,23
P476415,34,24
P476415,121,25
P476428,2,1
P476428,3776,2
P476428,3777,3
P476428,92,4
P476428,143,5
P476428,451,6
P476428,142,7
P476428,28,8
P476428,79,9
P476428,327,10
P476428,2292,11
P476428,6,12
P476428,144,13
P476428,464,14
P476428,411,15
P476428,3783,16
P476428,29,17
P476428,448,18
P476428,235,19
P476428,234,20
P476428,3778,21
P476428,242,22
P476428,34,23
P476428,596,24
P476428,4614,25
P476428,396,26
P476428,10,27
P476428,4530,28
P476428,243,29
P476428,566,30
P476428,162,31
P476428,121,32
P476428,117,33
P476428,929,34
P476428,4613,35
P476428,190,36
P476432,457,1
P476432,71,2
P476432,733,3
P476432,6,4
P476432,1323,5
P476432,334,6
P476432,322,7
P476432,323,8
P476432,56,9
P476432,30,10
P476432,329,11
P476432,150,12
P476432,3881,13
P476432,958,14
P476432,2336,15
P476432,2322,16
P476432,715,17
P476432,2323,18
P476432,2324,19
P476432,200,20
P476432,51,21
P476432,2321,22
P476432,1708,23
P476432,4817,24
P476432,456,25
P476432,166,26
P476432,175,27
P476432,448,28
P476432,1302,29
P476432,703,30
P476432,481,31
P476432,28,32
P476432,4613,33
P476432,2327,34
P476432,121,35
P476432,4614,36
P476432,890,37
P476432,24,38
P476432,978,39
P476432,45,40
P476447,6516,1
P476447,6517,2
P476447,6518,3
P476447,6519,4
P476447,3717,5
P476447,3716,6
P476447,6520,7
P476447,6521,8
P476447,2644,9
P476447,6522,10
P476447,6523,11
P476447,6524,12
P476447,6525,13
P476447,6526,14
P476447,6527,15
P476447,6528,16
P476447,6529,17
P476447,6530,18
P476447,6531,19
P476447,6532,20
P476447,6533,21
P476447,6534,22
P476447,6535,23
P476459,136,1
P476459,67,2
P476459,6515,3
P476459,1361,4
P476459,167,5
P476459,3231,6
P476459,609,7
P476459,197,8
P476459,148,9
P476459,42,10
P476485,6,1
P476485,1953,2
P476485,4609,3
P476485,45,4
P476485,77,5
P476485,51,6
P476485,1702,7
P476485,464,8
P476485,85,9
P476485,3138,10
P476485,3139,11
P476485,2588,12
P476485,92,13
P476485,93,14
P476485,5462,15
P476485,1149,16
P476485,2552,17
P476485,933,18
P476485,8,19
P476485,387,20
P476485,1719,21
P476485,395,22
P476485,190,23
P476485,30,24
P476485,28,25
P476485,456,26
P476485,4613,27
P476485,971,28
P476485,2292,29
P476485,121,30
P476485,4614,31
P476485,34,32
P476485,210,33
P476485,1141,34
P476485,608,35
P476485,148,36
P476485,68,37
P476485,42,38
P476485,1528,39
P476496,5950,1
P476496,6,2
P476496,942,3
P476496,489,4
P476496,906,5
P476496,51,6
P476496,464,7
P476496,85,8
P476496,101,9
P476496,93,10
P476496,1382,11
P476496,688,12
P476496,3145,13
P476496,3146,14
P476496,2894,15
P476496,3166,16
P476496,98,17
P476496,92,18
P476496,239,19
P476496,4613,20
P476496,110,21
P476496,490,22
P476496,575,23
P476496,440,24
P476496,1042,25
P476496,2665,26
P476496,4036,27
P476496,9,28
P476496,3164,29
P476496,964,30
P476496,12,31
P476496,220,32
P476496,31,33
P476496,190,34
P476496,28,35
P476496,2410,36
P476496,748,37
P476496,43,38
P476496,45,39
P476496,2292,40
P476496,34,41
P476496,958,42
P476496,1141,43
P476496,148,44
P476496,42,45
P476496,68,46
P476496,1576,47
P476496,1359,48
P476513,457,1
P476513,6,2
P476513,911,3
P476513,64,4
P476513,1449,5
P476513,557,6
P476513,62,7
P476513,4609,8
P476513,1244,9
P476513,3541,10
P476513,454,11
P476513,681,12
P476513,166,13
P476513,958,14
P476513,458,15
P476513,43,16
P476513,971,17
P476513,117,18
P476513,28,19
P476513,2329,20
P476513,93,21
P476513,448,22
P476513,54,23
P476513,942,24
P476513,1493,25
P476513,435,26
P476513,809,27
P476513,35,28
P476513,970,29
P476513,121,30
P476513,1651,31
P476513,750,32
P476513,1263,33
P476513,4614,34
P476513,968,35
P476513,1495,36
P476513,437,37
P476515,2,1
P476515,3776,2
P476515,3777,3
P476515,92,4
P476515,143,5
P476515,451,6
P476515,142,7
P476515,28,8
P476515,79,9
P476515,327,10
P476515,2292,11
P476515,6,12
P476515,144,13
P476515,464,14
P476515,411,15
P476515,3783,16
P476515,29,17
P476515,448,18
P476515,235,19
P476515,234,20
P476515,3778,21
P476515,242,22
P476515,34,23
P476515,596,24
P476515,4614,25
P476515,396,26
P476515,10,27
P476515,4530,28
P476515,243,29
P476515,566,30
P476515,162,31
P476515,121,32
P476515,117,33
P476515,929,34
P476515,4613,35
P476515,190,36
P476538,6536,1
P476538,6537,2
P476538,6538,3
P476538,1730,4
P476538,6535,5
P476538,6534,6
P476540,1530,1
P476540,2571,2
P476540,6,3
P476540,395,4
P476540,190,5
P476540,1532,6
P476540,667,7
P476540,2238,8
P476540,3884,9
P476540,2085,10
P476540,1062,11
P476540,622,12
P476540,452,13
P476540,1181,14
P476540,170,15
P476540,2041,16
P476540,2259,17
P476540,3885,18
P476540,3647,19
P476540,226,20
P476540,43,21
P476540,2292,22
P476540,750,23
P476540,210,24
P476540,30,25
P476540,34,26
P476540,3886,27
P476553,6548,1
P476553,6549,2
P476553,6550,3
P476553,6551,4
P476553,6552,5
P476553,6553,6
P476553,6554,7
P476553,6555,8
P476553,6534,9
P476553,6556,10
P476553,6533,11
P476553,6547,12
P476554,6539,1
P476554,6540,2
P476554,6541,3
P476554,6542,4
P476554,6543,5
P476554,6544,6
P476554,6545,7
P476554,6534,8
P476554,6546,9
P476554,6547,10
P476554,6535,11
P476570,6505,1
P476570,6,2
P476570,979,3
P476570,489,4
P476570,3,5
P476570,150,6
P476570,427,7
P476570,2549,8
P476570,1149,9
P476570,942,10
P476570,163,11
P476570,945,12
P476570,403,13
P476570,231,14
P476570,17,15
P476570,199,16
P476570,422,17
P476570,59,18
P476570,4613,19
P476570,93,20
P476570,2550,21
P476570,624,22
P476570,894,23
P476570,190,24
P476570,99,25
P476570,529,26
P476570,2628,27
P476570,2099,28
P476570,2551,29
P476570,589,30
P476570,2323,31
P476570,2552,32
P476570,117,33
P476570,2553,34
P476570,2554,35
P476570,2292,36
P476570,45,37
P476570,4609,38
P476570,2555,39
P476570,58,40
P476570,30,41
P476570,363,42
P476570,120,43
P476571,5950,1
P476571,8,2
P476571,43,3
P476571,55,4
P476571,6,5
P476571,2626,6
P476571,452,7
P476571,3638,8
P476571,108,9
P476571,2087,10
P476571,67,11
P476571,58,12
P476571,478,13
P476571,100,14
P476571,190,15
P476571,30,16
P476571,34,17
P476571,2292,18
P476571,68,19
P476571,131,20
P476571,42,21
P476674,5950,1
P476674,6,2
P476674,941,3
P476674,1892,4
P476674,43,5
P476674,613,6
P476674,46,7
P476674,1362,8
P476674,655,9
P476674,716,10
P476674,3057,11
P476674,3058,12
P476674,861,13
P476674,536,14
P476674,3224,15
P476674,928,16
P476674,190,17
P476674,27,18
P476674,3059,19
P476674,2925,20
P476674,248,21
P476674,64,22
P476674,1449,23
P476674,24,24
P476674,58,25
P476674,255,26
P476674,2606,27
P476674,4613,28
P476674,3060,29
P476674,34,30
P476674,748,31
P476674,121,32
P476674,28,33
P476675,5950,1
P476675,43,2
P476675,6,3
P476675,51,4
P476675,464,5
P476675,521,6
P476675,3074,7
P476675,1035,8
P476675,2163,9
P476675,1254,10
P476675,3075,11
P476675,4612,12
P476675,58,13
P476675,748,14
P476675,34,15
P476675,30,16
P476676,199,1
P476676,3061,2
P476676,3079,3
P476676,698,4
P476676,384,5
P476676,55,6
P476676,85,7
P476676,592,8
P476676,3080,9
P476676,3081,10
P476676,3082,11
P476676,942,12
P476676,2182,13
P476676,690,14
P476676,3083,15
P476676,3084,16
P476676,3085,17
P476676,413,18
P476676,4613,19
P476676,93,20
P476676,3086,21
P476676,805,22
P476677,5950,1
P476677,6,2
P476677,319,3
P476677,199,4
P476677,942,5
P476677,51,6
P476677,191,7
P476677,9,8
P476677,78,9
P476677,45,10
P476677,3066,11
P476677,55,12
P476677,586,13
P476677,46,14
P476677,623,15
P476677,211,16
P476677,413,17
P476677,372,18
P476677,374,19
P476677,373,20
P476677,672,21
P476677,17,22
P476677,2127,23
P476677,222,24
P476677,224,25
P476677,225,26
P476677,2125,27
P476677,378,28
P476677,383,29
P476677,2163,30
P476677,377,31
P476677,3067,32
P476677,223,33
P476677,3068,34
P476677,190,35
P476677,150,36
P476677,23,37
P476677,221,38
